symbol,detected,score,case,strength,horizon_days,horizon_tf,dormant,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_dir,vortex_str,collapsing,delta_slope,buy_share,growth_x,peak_age,drop_pct,failures,rejects,error
1000PEPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48,7,2,10,up,0.228,0,-0.01887,0.4912,1.89,224,69.3,,flow_dormant=отскока не было: 7.1% < 15.0% | flow_hidden=поток не растёт: наклон -0.01887 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
ALLOUSDT,1,73,flow_fuel,сильный,7,неделя,0.0,0.0,0.0,0.0,29.9,47.8,0.0,0.09043666666666667,64,4,3,3,down,0.091,0,-0.00573,0.5029,12.39,69,60.0,,flow_dormant=база широка: 146.3% при падении 60.0% — доля 0.97 > 0.55 | flow_hidden=поток не растёт: наклон -0.00573 < 0.01 | flow_leverage=фандинг не отрицательный: -3.3% APR > -5.0% | flow_spring=фон шумный: rel_vol 2.54 > 0.95,
WALUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,93,5,4,10,down,0.2,0,-0.01417,0.4875,1.49,219,88.3,,"flow_dormant=цикла не было: рост до пика x1.49 < x3.0, за жизнь x2.13 при падении 97.4% | flow_hidden=поток не растёт: наклон -0.01417 < 0.01 | flow_leverage=цена идёт: -11.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95",
GRVTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
BICOUSDT,1,61,flow_churn,умеренный,2,дни,0.0,0.0,0.0,29.7,0.0,68.5,0.0,0.024203333333333334,129,13,9,10,up,0.156,0,0.01361,0.5054,8.12,7,78.3,,flow_dormant=это уже движение: отскок 259.3% > 250.0% | flow_hidden=цена растёт: наклон 0.00441 > 0.002 | flow_leverage=цена идёт: +49.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
BOMEUSDT,1,100,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0005443666666666667,89,8,4,10,up,0.237,0,-0.01454,0.4932,2.82,1,19.0,,"flow_dormant=цикла не было: рост до пика x2.82 < x3.0, за жизнь x1.40 при падении 97.3% | flow_hidden=цена растёт: наклон 0.01232 > 0.002 | flow_leverage=цена идёт: +37.5% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 3.48 > 0.95",
KAITOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,115,6,4,10,up,0.498,0,-0.01855,0.4926,5.19,18,75.4,,flow_dormant=база широка: 307.0% при падении 75.4% — доля 1.00 > 0.55 | flow_hidden=цена растёт: наклон 0.00746 > 0.002 | flow_leverage=цена идёт: -62.2% за 14 баров > 10.0% | flow_spring=нет опорной зоны под ценой,
CAPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
GIGGLEUSDT,1,65,flow_taker,умеренный,2,дни,0.0,0.0,0.0,0.0,40.0,0.0,0.0,28.904999999999998,43,4,2,3,up,0.183,0,-0.02044,0.4915,1.32,224,74.9,,"flow_dormant=цикла не было: рост до пика x1.32 < x3.0, за жизнь x3.68 при падении 92.8% | flow_hidden=цена растёт: наклон 0.00656 > 0.002 | flow_leverage=цена идёт: -16.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 4.35 > 0.95",
SUIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38,3,2,10,down,0.102,0,-0.03495,0.4844,1.5,222,67.9,,flow_dormant=отскока не было: 9.2% < 15.0% | flow_hidden=поток не растёт: наклон -0.03495 < 0.01 | flow_leverage=фандинг не отрицательный: 3.4% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
WLFIUSDT,1,74,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,49.3,0.0,0.058561666666666665,33,5,2,10,up,0.131,0,0.00321,0.5024,1.48,214,74.2,,"flow_dormant=цикла не было: рост до пика x1.48 < x3.0, за жизнь x2.74 при падении 91.1% | flow_hidden=поток не растёт: наклон 0.00321 < 0.01 | flow_leverage=цена идёт: +11.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 3.74 > 0.95",
PIXELUSDT,1,70,flow_dormant,сильный,25,недели,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.003793,97,18,7,10,down,0.326,0,-0.02858,0.482,3.87,158,78.3,,flow_hidden=поток не растёт: наклон -0.02858 < 0.01 | flow_leverage=цена идёт: +17.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
HOMEUSDT,1,87,flow_taker,экстремальный,2,дни,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.007346666666666667,99,12,11,10,none,0.0,0,-0.01105,0.4937,4.56,70,91.7,,flow_dormant=база широка: 662.4% при падении 91.7% — доля 0.60 > 0.55 | flow_hidden=поток не растёт: наклон -0.01105 < 0.01 | flow_leverage=позицию не набирают: OI -0.089 < 0.15 | flow_spring=фон шумный: rel_vol 1.10 > 0.95,
COTIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80,13,9,10,up,0.11,0,-0.00754,0.4968,1.4,209,70.3,,flow_dormant=отскока не было: 8.9% < 15.0% | flow_hidden=цена растёт: наклон 0.00761 > 0.002 | flow_leverage=цена идёт: -11.5% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.64 > 0.95,
ONGUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,107,15,12,10,none,0.0,0,-0.00331,0.494,2.19,134,66.5,,"flow_dormant=цикла не было: рост до пика x2.19 < x3.0, за жизнь x2.93 при падении 95.2% | flow_hidden=поток не растёт: наклон -0.00331 < 0.01 | flow_leverage=цена идёт: +22.2% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95",
DOLOUSDT,1,100,flow_fuel,экстремальный,25,недели,47.7,0.0,0.0,0.0,0.0,80.0,0.0,0.025843333333333333,101,9,6,10,up,0.134,0,-0.01544,0.4873,2.8,213,76.2,,flow_hidden=поток не растёт: наклон -0.01544 < 0.01 | flow_leverage=цена идёт: +28.6% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
ROBOUSDT,1,69,flow_fuel,умеренный,2,дни,0.0,0.0,0.0,0.0,0.0,44.2,0.0,0.013245,18,4,1,3,none,0.0,0,-0.02117,0.4865,1.89,167,83.4,,"flow_dormant=цикла не было: рост до пика x1.89 < x3.0, за жизнь x1.89 при падении 83.4% | flow_hidden=поток не растёт: наклон -0.02117 < 0.01 | flow_leverage=цена идёт: +17.7% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 4.79 > 0.95",
BASEDUSDT,1,77,flow_dormant,сильный,7,неделя,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06383,13,0,0,3,down,0.202,0,-0.05226,0.4762,6.61,122,83.2,,"flow_hidden=поток не растёт: наклон -0.05226 < 0.01 | flow_leverage=нет живых зон, сеть не запрашивалась | flow_spring=нет живых зон",
UNIUSDT,1,71,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,0.0,46.2,0.0,3.1056666666666666,72,10,6,10,up,0.349,0,-0.02536,0.4864,1.25,231,64.8,,flow_dormant=отскока не было: 14.0% < 15.0% | flow_hidden=цена растёт: наклон 0.00511 > 0.002 | flow_leverage=цена идёт: -15.1% за 14 баров > 10.0% | flow_spring=диапазон широк: 42.6% > 35%,
FETUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74,10,5,10,none,0.0,0,-0.04179,0.4784,1.59,222,60.9,,flow_dormant=отскока не было: 7.3% < 15.0% | flow_hidden=поток не растёт: наклон -0.04179 < 0.01 | flow_leverage=цена идёт: -15.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.26 > 0.95,
REDUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100,16,7,10,none,0.0,0,-0.00697,0.4981,1.35,217,70.0,,"flow_dormant=цикла не было: рост до пика x1.35 < x3.0, за жизнь x1.11 при падении 91.0% | flow_hidden=поток не растёт: наклон -0.00697 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 6.34 > 0.95",
QUSDT,1,88,flow_dormant,экстремальный,25,недели,56.9,0.0,0.0,0.0,0.0,48.4,0.0,0.016152,75,6,4,10,none,0.0,0,-0.01559,0.492,3.82,199,87.9,,flow_hidden=цена растёт: наклон 0.00557 > 0.002 | flow_leverage=цена идёт: +30.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
PRLUSDT,1,65,flow_fuel,умеренный,7,неделя,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.1989833333333333,15,1,0,3,up,0.267,0,-0.00683,0.4986,3.35,122,70.3,,flow_dormant=база широка: 210.2% при падении 70.3% — доля 0.89 > 0.55 | flow_hidden=цена растёт: наклон 0.01571 > 0.002 | flow_leverage=цена идёт: +54.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 7.23 > 0.95,
BCHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58,8,6,10,none,0.0,0,-0.02099,0.489,1.19,223,73.0,,flow_dormant=отскока не было: 12.0% < 15.0% | flow_hidden=поток не растёт: наклон -0.02099 < 0.01 | flow_leverage=фандинг не отрицательный: -0.5% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
NILUSDT,1,67,flow_dormant,умеренный,7,неделя,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.02725,133,12,6,10,none,0.0,0,-0.02638,0.4878,3.6,101,74.8,,flow_hidden=поток не растёт: наклон -0.02638 < 0.01 | flow_leverage=цена идёт: +43.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.33 > 0.95,
LABUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86,1,0,3,down,0.408,0,-0.03058,0.4826,243.07,75,99.7,,flow_dormant=база широка: 27444.2% при падении 99.7% — доля 2.77 > 0.55 | flow_hidden=поток не растёт: наклон -0.03058 < 0.01 | flow_leverage=цена идёт: -42.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 0.95 > 0.95,
AAVEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60,6,2,10,none,0.0,0,-0.01989,0.4901,1.02,239,68.5,,flow_dormant=отскока не было: 9.1% < 15.0% | flow_hidden=поток не растёт: наклон -0.01989 < 0.01 | flow_leverage=фандинг не отрицательный: 2.9% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
FILUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,63,10,7,10,none,0.0,0,-0.04655,0.4744,1.41,223,61.3,,flow_dormant=отскока не было: 9.5% < 15.0% | flow_hidden=поток не растёт: наклон -0.04655 < 0.01 | flow_leverage=фандинг не отрицательный: 7.2% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
BANKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
MOVRUSDT,1,68,flow_dormant,умеренный,25,недели,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.717,116,15,10,10,up,0.359,0,-0.02846,0.4803,4.51,121,83.7,,flow_hidden=поток не растёт: наклон -0.02846 < 0.01 | flow_leverage=цена идёт: -26.2% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
ENAUSDT,1,50,flow_taker,умеренный,25,недели,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.08378,68,3,1,10,none,0.0,0,-0.01286,0.4931,1.37,222,73.5,,"flow_dormant=цикла не было: рост до пика x1.37 < x3.0, за жизнь x2.57 при падении 95.4% | flow_hidden=поток не растёт: наклон -0.01286 < 0.01 | flow_leverage=фандинг не отрицательный: 8.5% APR > -5.0% | flow_spring=нет опорной зоны под ценой",
ALICEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,88,17,15,10,up,0.213,0,-0.0153,0.4873,2.71,120,64.9,,"flow_dormant=цикла не было: рост до пика x2.71 < x3.0, за жизнь x4.39 при падении 96.7% | flow_hidden=поток не растёт: наклон -0.01530 < 0.01 | flow_leverage=цена идёт: +19.7% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95",
ENSOUSDT,1,86,flow_dormant,экстремальный,2,дни,55.1,0.0,0.0,0.0,0.0,48.0,0.0,0.571,58,7,3,3,none,0.0,0,-0.02009,0.4892,5.95,172,83.2,,flow_hidden=цена растёт: наклон 0.00824 > 0.002 | flow_leverage=цена идёт: -12.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.79 > 0.95,
TAOUSDT,1,87,flow_taker,экстремальный,25,недели,0.0,0.0,0.0,0.0,62.0,0.0,0.0,192.07666666666668,74,7,4,10,none,0.0,0,-0.03481,0.4821,2.64,144,51.2,,"flow_dormant=цикла не было: рост до пика x2.64 < x3.0, за жизнь x4.59 при падении 75.6% | flow_hidden=поток не растёт: наклон -0.03481 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=событий за 24 баров 1 < 2",
ONDOUSDT,1,73,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,48.4,0.0,0.30510000000000004,74,7,3,10,up,0.388,0,-0.03422,0.4856,2.42,99,39.9,,flow_dormant=падение 39.9% < 45.0% | flow_hidden=цена растёт: наклон 0.00214 > 0.002 | flow_leverage=цена идёт: -10.4% за 14 баров > 10.0% | flow_spring=событий за 24 баров 1 < 2,
USUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
ETHFIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,66,6,5,10,down,0.132,0,-0.01647,0.4948,1.27,222,68.1,,"flow_dormant=цикла не было: рост до пика x1.27 < x3.0, за жизнь x3.10 при падении 96.9% | flow_hidden=цена растёт: наклон 0.00320 > 0.002 | flow_leverage=цена идёт: +24.7% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.84 > 0.95",
XPLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37,4,1,10,none,0.0,0,-0.02801,0.4861,1.76,222,71.9,,"flow_dormant=цикла не было: рост до пика x1.76 < x3.0, за жизнь x4.43 при падении 96.5% | flow_hidden=поток не растёт: наклон -0.02801 < 0.01 | flow_leverage=фандинг не отрицательный: 10.9% APR > -5.0% | flow_spring=фон шумный: rel_vol 1.64 > 0.95",
TRXUSDT,1,75,flow_spring,сильный,25,недели,0.0,0.0,49.9,0.0,0.0,0.0,0.0,0.3111166666666667,56,6,4,10,up,0.203,0,0.01045,0.5088,1.42,82,18.2,,"flow_dormant=цикла не было: рост до пика x1.42 < x3.0, за жизнь x10.11 при падении 31.6% | flow_hidden=набор комкОм: однородность 0.07 < 0.35 | flow_leverage=фандинг не отрицательный: -1.7% APR > -5.0%",
SKYAIUSDT,1,100,flow_fuel,экстремальный,25,недели,40.0,0.0,0.0,0.0,0.0,80.0,0.0,0.06278666666666667,133,8,6,10,down,0.202,0,0.00107,0.4998,28.8,102,97.4,,flow_hidden=поток не растёт: наклон 0.00107 < 0.01 | flow_leverage=цена идёт: +77.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.43 > 0.95,
HEIUSDT,1,94,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,0.0,68.5,0.0,0.11454833333333332,144,10,5,10,up,0.14,0,0.01818,0.5055,9.97,10,78.1,,flow_dormant=база широка: 618.7% при падении 78.1% — доля 1.74 > 0.55 | flow_hidden=цена растёт: наклон 0.00338 > 0.002 | flow_leverage=цена идёт: +52.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.30 > 0.95,
ANTHROPICUSDT,1,65,flow_fuel,умеренный,2,дни,0.0,0.0,0.0,0.0,0.0,39.6,0.0,1546.2166666666665,8,1,0,1,up,0.401,0,0.014,0.5063,1.2,74,30.6,,"flow_dormant=цикла не было: рост до пика x1.20 < x3.0, за жизнь x1.09 при падении 30.6% | flow_hidden=набор комкОм: однородность 0.05 < 0.35 | flow_leverage=цена идёт: +24.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95",
DOTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55,5,2,10,none,0.0,0,-0.03269,0.4829,1.42,215,68.3,,"flow_dormant=цикла не было: рост до пика x1.42 < x3.0, за жизнь x3.35 при падении 93.8% | flow_hidden=поток не растёт: наклон -0.03269 < 0.01 | flow_leverage=фандинг не отрицательный: 3.7% APR > -5.0% | flow_spring=нет опорной зоны под ценой",
TRUMPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71,13,7,10,none,0.0,0,-0.02923,0.4846,1.24,214,76.4,,"flow_dormant=цикла не было: рост до пика x1.24 < x3.0, за жизнь x3.61 при падении 98.3% | flow_hidden=поток не растёт: наклон -0.02923 < 0.01 | flow_leverage=фандинг не отрицательный: 8.2% APR > -5.0% | flow_spring=нет опорной зоны под ценой",
EDENUSDT,1,67,flow_dormant,умеренный,7,неделя,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.03546,59,9,5,3,up,0.099,0,-0.00882,0.4934,6.82,86,79.7,,flow_hidden=поток не растёт: наклон -0.00882 < 0.01 | flow_leverage=цена идёт: +18.1% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 6.59 > 0.95,
ZEREBROUSDT,1,57,flow_churn,умеренный,25,недели,0.0,0.0,0.0,32.1,0.0,0.0,0.0,0.02784333333333333,116,12,11,10,up,0.368,0,-0.00131,0.5168,9.61,57,41.9,,flow_dormant=падение 41.9% < 45.0% | flow_hidden=поток не растёт: наклон -0.00131 < 0.01 | flow_leverage=цена идёт: +18.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.37 > 0.95,
BULLAUSDT,1,100,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.013271999999999999,118,10,9,10,up,0.551,0,0.01773,0.5049,30.77,196,99.2,,flow_dormant=отскока не было: 11.5% < 15.0% | flow_hidden=цена растёт: наклон 0.02363 > 0.002 | flow_leverage=цена идёт: +27.2% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.17 > 0.95,
LITUSDT,1,85,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,0.0,60.5,0.0,2.0012666666666665,34,4,2,3,none,0.0,0,-0.0114,0.4947,1.31,236,82.3,,"flow_dormant=цикла не было: рост до пика x1.31 < x3.0, за жизнь x1.18 при падении 82.3% | flow_hidden=цена растёт: наклон 0.00430 > 0.002 | flow_leverage=цена идёт: +16.1% за 14 баров > 10.0% | flow_spring=событий за 24 баров 0 < 2",
RONINUSDT,1,64,flow_taker,умеренный,25,недели,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.04922,109,17,11,10,none,0.0,0,-0.02438,0.4847,1.73,211,79.0,,"flow_dormant=цикла не было: рост до пика x1.73 < x3.0, за жизнь x1.92 при падении 99.0% | flow_hidden=поток не растёт: наклон -0.02438 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95",
